Company,Domain,Seats,Skills,More Tech
JPMC - Corporate Risk – Credit Risk Controller,Finance and Mgmt,0,-,-,0,-,-,0,-,-
JPMC - GR\u0026C Model Risk Governance and Review – COO,IT,0,-,-,0,-,-
JPMC - GR\u0026C Model Risk Governance and Review- COO,Finance and Mgmt,0,-,-,0,-,-,0,-,-
JPMC CIB R\u0026A Global Research,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
JPMC CIB R\u0026A Markets - Sales,Finance and Mgmt,0,-,-
JPMC GR\u0026C -AWM Risk Analytics,Finance and Mgmt,0,-,-,0,-,-
JPMC GR\u0026C CCB Risk - Strategy Analytics - Analyst ,Finance and Mgmt,0,-,-
JPMC GR\u0026C Market Risk,Finance and Mgmt,0,-,-
JPMS CIB R\u0026A Banking (CRG) - Fintech,Finance and Mgmt,0,-,-,0,-,-
JPMS CIB R\u0026A Banking(CRG)-Banking,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Kanerika Software Pvt. Ltd.,IT,0,-,-,0,-,-,0,-,-,0,-,-
Karza Technologies Private Limited,IT,0,-,-
Kinar AI Pvt. Ltd.,IT,0,-,-,0,-,-
KPMG,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Kugelblitz Pvt. Ltd.,Finance and Mgmt,0,-,-,0,-,-
LEA Associates,Infrastructure,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Lemnisk Pvt. Ltd.,IT,0,-,-,0,-,-,0,-,-,0,-,-
Lilly,Health Care,0,-,-
Lime. AI (Lectrix),Electronics  ,0,-,-
LogisticsNow,Finance and Mgmt,0,-,-,0,-,-,0,-,-
Lohia Corp Limited,Mechanical,0,-,-
Lohum Cleantech Pvt. Ltd - Chemical Market Research,Chemical,0,-,-
Lohum Cleantech Pvt. Ltd - Nontech,Finance and Mgmt,0,-,-,0,-,-,0,-,-
Lohum Cleantech Pvt. Ltd - Tech,Finance and Mgmt,0,-,-,0,-,-,0,-,-
Lyearn Software Development India Pvt. Ltd.,IT,0,-,-
M2P Fintech,Finance and Mgmt,0,-,-
M2P Fintech,Finance and Mgmt,0,-,-
Marvell,IT,0,-,-
Mashreq Global Services,Finance and Mgmt,0,-,-,0,-,-
Masterclass Space Pte. Ltd.,Finance and Mgmt,0,-,-
MathWorks India Private Limited,IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Mavenir,Electronics  ,0,-,-
Maxlinear Inc.,Electronics  ,0,-,-
MBB Labs Private Limited (Maybank),IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Media Tek - 1,Electronics  ,0,-,-
Media.Net,Finance and Mgmt,0,-,-
Mercedes Benz,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Meritus Intelytics Private Limited (Merilytics),Finance and Mgmt,0,-,-,0,-,-
Mewt,Finance and Mgmt,0,-,-,0,-,-,0,-,-
Microchip,Electronics  ,0,-,-,0,-,-
Micron Technology,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Mind Sports League Private Limited,IT,0,-,-
Mindgraph Technologies Pvt Ltd,IT,0,-,-
Monster India,IT,0,-,-
Morgan Stanley - Risk Analytics,Finance and Mgmt,0,-,-,0,-,-,0,-,-
Morgan Stanley - Strats and Quant,Finance and Mgmt,0,-,-,0,-,-,0,-,-
Morgan Stanley- Legal \u0026 Compliance,Finance and Mgmt,0,-,-
Mottmac - Business Analyst,-,0,-,-
Mottmac - Finance Analyst,-,0,-,-
Mottmac - Technical Engineers,-,0,-,-
MyHQ,IT,0,-,-,0,-,-
National Centre for Biological Sciences (NCBS),Health Care,0,-,-
National Council for Cement and Building Materials,Infrastructure,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
National Institute of Science and Tech. Dev. Studies (NISTADS),Others,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
National Instruments Systems (India) Pvt. Ltd.,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
NBC Bearings,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
NetApp,IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Netradyne,Electronics  ,0,-,-
Newton School,Finance and Mgmt,0,-,-,0,-,-
Nirmaan Organization - Tech,IT,0,-,-,0,-,-
Nomura - Change Management Team,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Nomura - FinTech,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Nomura - Group Data Office,Finance and Mgmt,0,-,-,0,-,-
Nomura - Wholesale Strategy,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Nomura Global Markets,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Nomura Global Risk,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Nomura Information Technology Division,Finance and Mgmt,0,-,-,0,-,-,0,-,-
nurture.farm (A Subisidiary of UPL Ltd.),IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Nutanix Technologies India Pvt. Ltd.,IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
NXP India Pvt Ltd.,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-
"ODE Holdings, Inc",IT,0,-,-,0,-,-,0,-,-
Ontap Direct Pvt. Ltd.,IT,0,-,-,0,-,-,0,-,-
Payu,IT,0,-,-,0,-,-
PeopleStrong Technologies Pvt. Ltd.,IT,0,-,-
Pfizer Ltd.,Health Care,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
PharmaACE,Health Care,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Pilani AtmaNirbhar Resource Center (PARC),Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Piramal Group,IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Porter - Product Management ,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-
PragmaticPlay India Pvt. Ltd.,IT,0,-,-
PricewaterhouseCoopers (PWC),Infrastructure,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
ProteanTecs,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-
PYOR Edge Inc,IT,0,-,-
Qualcomm India Pvt Ltd- Bangalore,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Qualcomm India Pvt Ltd.,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Qure.ai,IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
RACEnergy,IT,0,-,-,0,-,-
RD Consultants ,Infrastructure,0,-,-
Recur Club Technologies Pvt. Ltd.,IT,0,-,-
Rusk Media - Engineering,IT,0,-,-
Rusk Media - Management,IT,0,-,-
Rusk Media - Management Content Operations,IT,0,-,-
Sagacious Research Pvt. Ltd.,Health Care,0,-,-,0,-,-,0,-,-
Samsung Semiconductor India R\u0026D Center-Hardware,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Samsung Semiconductor India Research -Software,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Sandvine,IT,0,-,-,0,-,-
Sattva Media \u0026 Consulting Pvt Ltd,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Schlumberger,Electronics  ,0,-,-,0,-,-
Scienaptic Systems Pvt. Ltd. - Data Science,IT,0,-,-
Scienaptic Systems Pvt. Ltd. - Software Development,IT,0,-,-
SEDEMAC Mechatornics Pvt. Ltd.,Electronics  ,0,-,-,0,-,-
ShareChat,IT,0,-,-
Shopkirana E Trading Pvt Ltd,Finance and Mgmt,0,-,-
SiFive India Pvt. Ltd.,Electronics  ,0,-,-
Sigma Infosolutions Limited,IT,0,-,-
Sigma Infosolutions Limited,IT,0,-,-
Sigma Infosolutions Limited,IT,0,-,-
"Silicon Laboratories, Inc.",Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-
Singlestore India Pvt Ltd,IT,0,-,-
Skylark Drones Private Limited,IT,0,-,-
Solutionec,Finance and Mgmt,0,-,-
Spiralyze LLC,IT,0,-,-,0,-,-
ST Microelectronics(I) Pvt.Ltd.,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
StateStreet Global Advisors,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Stocklite Gemms Private Limited,IT,0,-,-
Stratzy,IT,0,-,-
Sundial Systems Pvt. Ltd. ,IT,0,-,-,0,-,-
Synchrony,IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Synechron Technologies Pvt. Ltd.,IT,0,-,-
Synechron Technologies Pvt. Ltd.,IT,0,-,-
Synergiz Global Services Pvt. Ltd.,Infrastructure,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Tata Autocomp Systems Ltd.,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Tata Chemical Innovation Center,Chemical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Tata Motors Ltd.,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Tata Technologies,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Technicolor India,IT,0,-,-,0,-,-
Techture Structures Pvt Ltd.,Infrastructure,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Tega Industries,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Tega Industries Ltd.,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-
Tega Industries SEZ Ltd,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Tenstorrent India Private Limited,IT,0,-,-
Texas Instruments (I) Pvt. Ltd - Systems,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Texas Instruments (I) Pvt. Ltd. -Analog,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Texas Instruments (I) Pvt. Ltd. -Digital,Electronics  ,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Texas Instruments - AI / ML,Electronics  ,0,-,-
Texas Instruments - Data Processing,Electronics  ,0,-,-
Texas Instruments - Embedded Firmware,Electronics  ,0,-,-
Texas Instruments-Embedded Software,Electronics  ,0,-,-,0,-,-,0,-,-
Texmaco Rail \u0026 Engineering Ltd.,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Thermo Fisher Scientific India Pvt Ltd.,Finance and Mgmt,0,-,-
Thornton Tomasetti,Infrastructure,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Thorogood,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Time Tooth,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Tube Investments of India Limited,Mechanical,0,-,-,0,-,-,0,-,-
UBER - Data Analytics ,Finance and Mgmt,0,-,-,0,-,-
UBER - Software Engineer,IT,0,-,-,0,-,-
UBS - Group Finance,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
UBS - Group Finance,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
UBS - Group RISK ,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
UBS Business Solutions(India)PrivateLimited-Group Operations,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Udaan,Finance and Mgmt,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Urban Company ,IT,0,-,-,0,-,-,0,-,-
UST Global- Trivandrum,IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
vConstruct Private Limited,Infrastructure,0,-,-,0,-,-,0,-,-
VECV,Mechanical,0,-,-
VESTAS TECHNOLOGY LTD.,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
VMS (Vakil Mehta Seth) Consultants Private Limited,Infrastructure,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Wabtec Corporation,Mechanical,0,-,-
Walmart Global Technology Services,IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Wavelabs Technologies,IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
WCB Robotics India Pvt. Ltd,Mechanical,0,-,-,0,-,-,0,-,-
Western Digital (SANDISK),IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
Wint Wealth,Finance and Mgmt,0,-,-,0,-,-
wobb.ai - Growth Marketing,IT,0,-,-
Wobb.ai - MERN,IT,0,-,-
Youngman Manufacturing India Pvt. Ltd. - Tech,Mechanical,0,-,-,0,-,-
Zetwerk Manufacturing Businesses Pvt. Ltd.,Mechanical,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
ZF Commerical Vehicle Control Systems,Mechanical,0,-,-
Zluri ,IT,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-
ZoomRX,Health Care,0,-,-
Zyduslife,Health Care,0,-,-
